sample;EHI02000;EHI00416;EHI02025;EHI00142;EHI00392;EHI02068;EHI01508;EHI01482;EHI01523;EHI00408;EHI01467;EHI01527;EHI01507;EHI01499;EHI01473;EHI01463;EHI02001;EHI01526;EHI02008;EHI00276;EHI00414;EHI00402;EHI02036;EHI01494;EHI00385;EHI00375;EHI02032;EHI00382;EHI00144;EHI01550;EHI00161;EHI00376;EHI01464;EHI02002;EHI01529;EHI01549;EHI01480;EHI02019;EHI02003;EHI00380;EHI00393;EHI02029;EHI01458;EHI01461;EHI01996;EHI02039;EHI00374;EHI01472;EHI00410;EHI01770;EHI02037;EHI02028;EHI01496;EHI02020;EHI01771;EHI02235;EHI01478;EHI01728;EHI01517;EHI01518;EHI02011;EHI02274;EHI01501;EHI01522;EHI02263;EHI01831;EHI01485;EHI01559;EHI02297;EHI01521;EHI02291;EHI02007;EHI02009;EHI02292;EHI01493;EHI01530;EHI00383;EHI01528;EHI01504;EHI02012;EHI02015;EHI01483;EHI02255;EHI01997;EHI02300;EHI00368;EHI02304;EHI02301;EHI02306;EHI02242;EHI00361;EHI02035;EHI02017;EHI02038;EHI00389;EHI00411;EHI00405;EHI02303;EHI02241;EHI02305;EHI02302;EHI02023
EHI01483;0.07460;0.09276;0.05915;0.11019;0.06652;0.06973;0.06681;0.08567;0.06970;0.08293;0.07308;0.11412;0.07433;0.07195;0.10991;0.07646;0.08473;0.09409;0.10744;0.09799;0.10516;0.13368;0.08126;0.06660;0.09441;0.08202;0.06227;0.06087;0.06650;0.07433;0.11291;0.09875;0.09852;0.07279;0.07195;0.08382;0.07166;0.06384;0.06453;0.07367;0.07673;0.07432;0.03146;0.03200;0.03261;0.10834;0.09345;0.03192;0.04333;0.10324;0.07134;0.05603;0.05946;0.02708;0.09361;0.03051;0.03095;0.06572;0.04514;0.03309;0.02820;0.03027;0.03366;0.03295;0.08300;0.05919;0.03472;0.07405;0.09429;0.03419;0.02918;0.02716;0.04443;0.02937;0.03148;0.03267;0.03150;0.03454;0.03366;0.02716;0.06293;0.00000;0.02661;0.03378;0.03380;0.05366;0.05300;0.03143;0.07533;0.03006;0.03139;0.02790;0.02885;0.10007;0.12362;0.14538;0.04584;0.08798;0.02719;0.03213;0.03254;0.04090
EHI02255;0.06995;0.09217;0.04895;0.10899;0.05870;0.06451;0.05697;0.08367;0.06213;0.07940;0.06682;0.11235;0.06737;0.06665;0.10996;0.07100;0.08290;0.09236;0.10812;0.09609;0.10123;0.13053;0.07651;0.05715;0.09198;0.07820;0.05515;0.04737;0.05938;0.06622;0.11269;0.09680;0.09712;0.06878;0.06554;0.07900;0.06574;0.05774;0.05869;0.06689;0.07052;0.06939;0.01443;0.01643;0.02361;0.10853;0.09256;0.01648;0.03615;0.10111;0.06847;0.05279;0.05546;0.01137;0.09343;0.01272;0.01412;0.06248;0.03689;0.01865;0.01277;0.01929;0.02050;0.01901;0.08152;0.05507;0.02261;0.07143;0.09249;0.02177;0.01507;0.01573;0.03877;0.01723;0.01618;0.01960;0.01380;0.02091;0.01993;0.01373;0.06296;0.02661;0.00000;0.02459;0.02247;0.04664;0.04851;0.01383;0.07293;0.01225;0.01378;0.01311;0.01793;0.09862;0.12339;0.14220;0.03902;0.08648;0.01109;0.01905;0.01922;0.03528
EHI01997;0.06414;0.08190;0.05426;0.09836;0.06095;0.06081;0.06138;0.07605;0.06411;0.07405;0.06604;0.10122;0.06677;0.06470;0.09762;0.06700;0.07315;0.08445;0.09442;0.08670;0.09140;0.11693;0.07136;0.06143;0.08395;0.07324;0.05507;0.05893;0.06042;0.06718;0.10095;0.08723;0.08794;0.06266;0.06576;0.07426;0.06461;0.05558;0.05655;0.06394;0.06658;0.06466;0.03102;0.03016;0.02564;0.09394;0.07930;0.02963;0.03673;0.09020;0.06011;0.04459;0.04919;0.02568;0.08157;0.02910;0.03103;0.05660;0.03862;0.03138;0.02647;0.02654;0.03193;0.03117;0.07043;0.04832;0.03255;0.06248;0.07833;0.03039;0.02618;0.02298;0.03552;0.02607;0.02993;0.03065;0.03133;0.03094;0.03132;0.02434;0.04947;0.03378;0.02459;0.00000;0.03052;0.04540;0.04304;0.03027;0.06269;0.02981;0.03089;0.02560;0.02432;0.08725;0.10816;0.12749;0.03749;0.07557;0.02620;0.02803;0.02866;0.03182
EHI02300;0.07324;0.09417;0.05609;0.10925;0.06366;0.06894;0.06421;0.08671;0.06844;0.08373;0.07156;0.11217;0.07124;0.07094;0.11217;0.07671;0.08674;0.09362;0.10777;0.09994;0.10408;0.12978;0.08033;0.06519;0.09620;0.08198;0.06057;0.05665;0.06455;0.07022;0.11481;0.09974;0.09903;0.07204;0.07031;0.08332;0.07010;0.06251;0.06373;0.07143;0.07486;0.07320;0.02623;0.02691;0.02916;0.10718;0.09246;0.02641;0.04201;0.10294;0.07082;0.05395;0.05865;0.02221;0.09255;0.02327;0.02573;0.06548;0.04367;0.02754;0.02239;0.02693;0.03021;0.02827;0.08274;0.05515;0.03144;0.07187;0.09323;0.03023;0.02299;0.02346;0.04300;0.02442;0.02627;0.02842;0.02507;0.02741;0.02914;0.02324;0.05982;0.03380;0.02247;0.03052;0.00000;0.05174;0.05029;0.02423;0.07394;0.02415;0.02476;0.02238;0.02441;0.10110;0.12470;0.14276;0.04439;0.08701;0.02181;0.02635;0.02542;0.03987
EHI00368;0.07759;0.09338;0.07422;0.10715;0.07855;0.07700;0.08108;0.08978;0.08154;0.08716;0.08277;0.11139;0.08300;0.08151;0.10727;0.08343;0.08433;0.09671;0.10469;0.09942;0.10249;0.12757;0.08582;0.08180;0.09718;0.08619;0.07386;0.08083;0.07882;0.08573;0.11195;0.09752;0.09786;0.07670;0.08200;0.08918;0.08098;0.07290;0.07316;0.08093;0.08310;0.07870;0.05610;0.05580;0.04299;0.10345;0.09071;0.05436;0.05342;0.09942;0.07191;0.05724;0.06302;0.04959;0.09000;0.05528;0.05618;0.06973;0.05691;0.05524;0.05097;0.04638;0.05406;0.05403;0.08108;0.06284;0.05296;0.07600;0.09028;0.05191;0.05002;0.04510;0.05104;0.04759;0.05441;0.05520;0.05683;0.05417;0.05419;0.04709;0.06078;0.05366;0.04664;0.04540;0.05174;0.00000;0.05899;0.05538;0.07366;0.05534;0.05615;0.04927;0.04436;0.09655;0.11695;0.13639;0.05383;0.08651;0.04976;0.05148;0.05151;0.04761
EHI02304;0.07515;0.09015;0.07235;0.10080;0.07785;0.07574;0.07980;0.08822;0.08120;0.08448;0.08188;0.10392;0.08084;0.08002;0.10224;0.08175;0.08265;0.09238;0.09854;0.09422;0.09823;0.12453;0.08224;0.07978;0.09303;0.08331;0.07148;0.08060;0.07830;0.08208;0.10310;0.09231;0.09503;0.07334;0.08113;0.08688;0.07935;0.07008;0.07290;0.07959;0.07941;0.07496;0.05606;0.05435;0.04188;0.09312;0.08043;0.05336;0.05207;0.09172;0.06559;0.05125;0.05863;0.04947;0.08105;0.05344;0.05607;0.06612;0.05531;0.05304;0.04954;0.04468;0.05472;0.05311;0.07380;0.05386;0.05316;0.06801;0.08068;0.04988;0.04630;0.04386;0.04941;0.04634;0.05421;0.05308;0.05599;0.05039;0.05264;0.04643;0.05189;0.05300;0.04851;0.04304;0.05029;0.05899;0.00000;0.05266;0.06536;0.05554;0.05475;0.04785;0.04324;0.08801;0.10801;0.12839;0.05221;0.07948;0.05044;0.04841;0.04837;0.04632
EHI02301;0.08354;0.10688;0.05438;0.12142;0.06707;0.07797;0.06347;0.10030;0.07360;0.09663;0.07823;0.13030;0.07458;0.07831;0.13015;0.08551;0.10323;0.10704;0.12716;0.11384;0.12205;0.15330;0.09198;0.06544;0.11004;0.09345;0.06497;0.04865;0.06920;0.07205;0.13537;0.11245;0.11419;0.08238;0.07583;0.09331;0.07748;0.06991;0.07062;0.07786;0.08180;0.08102;0.01142;0.01386;0.02982;0.12075;0.10491;0.01404;0.04425;0.11241;0.07973;0.06162;0.06720;0.00908;0.10329;0.00539;0.00957;0.07565;0.04457;0.01595;0.00692;0.02140;0.02216;0.01744;0.09309;0.05524;0.02503;0.08112;0.10517;0.02429;0.00963;0.01822;0.04826;0.01838;0.01360;0.01751;0.00623;0.01550;0.02005;0.01553;0.06963;0.03143;0.01383;0.03027;0.02423;0.05538;0.05266;0.00000;0.07891;0.00637;0.00581;0.01037;0.01953;0.11014;0.13942;0.15675;0.04856;0.09915;0.00981;0.01587;0.01346;0.04536
EHI02306;0.08566;0.09339;0.09408;0.09912;0.09791;0.09286;0.10323;0.09700;0.10107;0.09509;0.09982;0.10309;0.09997;0.09844;0.10280;0.09655;0.08640;0.09922;0.09307;0.09807;0.09834;0.11400;0.09440;0.10368;0.09804;0.09483;0.09229;0.10635;0.10001;0.10125;0.10356;0.09649;0.09753;0.08321;0.09949;0.09999;0.09694;0.08815;0.09061;0.09542;0.09458;0.08701;0.08474;0.08107;0.06050;0.08110;0.07665;0.07869;0.07012;0.08143;0.06681;0.05561;0.06865;0.07675;0.07241;0.08015;0.08422;0.07376;0.07522;0.07960;0.07548;0.06784;0.08123;0.07762;0.06957;0.05234;0.07798;0.07205;0.07768;0.07427;0.06836;0.06733;0.06319;0.06889;0.08118;0.08076;0.08428;0.07387;0.07792;0.07267;0.04877;0.07533;0.07293;0.06269;0.07394;0.07366;0.06536;0.07891;0.00000;0.08304;0.08152;0.07305;0.06419;0.08262;0.09845;0.11540;0.06887;0.07896;0.07840;0.07117;0.07024;0.06033
EHI02242;0.08294;0.10578;0.05388;0.12231;0.06444;0.07462;0.06179;0.09649;0.07048;0.09494;0.07616;0.12887;0.07492;0.07476;0.12540;0.08246;0.09922;0.10422;0.12472;0.11199;0.11893;0.14494;0.09018;0.06376;0.10876;0.09184;0.06312;0.04688;0.06653;0.07186;0.12968;0.11107;0.11125;0.08091;0.07400;0.09284;0.07509;0.06849;0.06826;0.07722;0.08033;0.08189;0.00958;0.01248;0.02946;0.12203;0.10365;0.01338;0.04255;0.11523;0.08156;0.06369;0.06647;0.00823;0.10525;0.00547;0.00816;0.07309;0.04341;0.01521;0.00695;0.02132;0.02042;0.01728;0.09322;0.06116;0.02374;0.08167;0.10435;0.02351;0.01117;0.01758;0.04791;0.01775;0.01241;0.01677;0.00562;0.01716;0.01916;0.01388;0.07366;0.03006;0.01225;0.02981;0.02415;0.05534;0.05554;0.00637;0.08304;0.00000;0.00564;0.01025;0.01979;0.11084;0.14028;0.15812;0.04757;0.09724;0.00794;0.01705;0.01595;0.04409
EHI00361;0.08507;0.10881;0.05507;0.12372;0.06697;0.07909;0.06421;0.10047;0.07400;0.09806;0.07974;0.12997;0.07527;0.07828;0.13043;0.08641;0.10357;0.11014;0.12746;0.11483;0.12201;0.15266;0.09296;0.06531;0.11211;0.09448;0.06609;0.04800;0.06998;0.07298;0.13391;0.11293;0.11613;0.08340;0.07708;0.09485;0.07855;0.07105;0.07141;0.07953;0.08307;0.08278;0.01085;0.01352;0.03058;0.12260;0.10654;0.01394;0.04544;0.11501;0.08244;0.06448;0.06805;0.00907;0.10685;0.00498;0.00885;0.07555;0.04485;0.01590;0.00661;0.02194;0.02175;0.01743;0.09561;0.05709;0.02553;0.08151;0.10744;0.02408;0.00975;0.01892;0.04953;0.01848;0.01310;0.01758;0.00559;0.01634;0.02072;0.01511;0.07055;0.03139;0.01378;0.03089;0.02476;0.05615;0.05475;0.00581;0.08152;0.00564;0.00000;0.01027;0.02035;0.11172;0.14096;0.16141;0.04928;0.09928;0.00917;0.01675;0.01404;0.04546
EHI02035;0.07468;0.09615;0.04949;0.11300;0.06106;0.06892;0.05928;0.08961;0.06649;0.08509;0.07213;0.11767;0.06850;0.06930;0.11796;0.07677;0.08936;0.09627;0.11024;0.10154;0.10970;0.13848;0.08185;0.06051;0.09860;0.08283;0.05803;0.04730;0.06240;0.06601;0.11935;0.10116;0.10220;0.07304;0.06873;0.08434;0.06968;0.06195;0.06307;0.06949;0.07394;0.07230;0.01426;0.01564;0.02527;0.11042;0.09375;0.01559;0.03864;0.10591;0.07219;0.05366;0.05901;0.01139;0.09505;0.00997;0.01295;0.06718;0.03888;0.01684;0.00989;0.01889;0.02156;0.01786;0.08565;0.05079;0.02331;0.07342;0.09547;0.02296;0.01110;0.01629;0.04217;0.01678;0.01524;0.01777;0.01111;0.01618;0.02018;0.01425;0.06153;0.02790;0.01311;0.02560;0.02238;0.04927;0.04785;0.01037;0.07305;0.01025;0.01027;0.00000;0.01773;0.10297;0.13120;0.14815;0.04127;0.09037;0.01141;0.01617;0.01456;0.03758
EHI02017;0.06751;0.08905;0.05123;0.10177;0.05964;0.06452;0.05745;0.08219;0.06422;0.07760;0.06780;0.10643;0.06503;0.06681;0.10682;0.07107;0.08004;0.08952;0.10209;0.09286;0.09904;0.12688;0.07559;0.05899;0.09035;0.07648;0.05477;0.05181;0.06065;0.06484;0.10842;0.09338;0.09170;0.06622;0.06646;0.07822;0.06585;0.05825;0.05878;0.06548;0.06901;0.06635;0.02266;0.02254;0.02338;0.09950;0.08591;0.02203;0.03626;0.09637;0.06324;0.04583;0.05111;0.01783;0.08425;0.01939;0.02191;0.06024;0.03750;0.02328;0.01757;0.02080;0.02568;0.02323;0.07511;0.04525;0.02656;0.06561;0.08371;0.02483;0.01701;0.01782;0.03749;0.01993;0.02173;0.02368;0.02094;0.02160;0.02513;0.01827;0.05064;0.02885;0.01793;0.02432;0.02441;0.04436;0.04324;0.01953;0.06419;0.01979;0.02035;0.01773;0.00000;0.09230;0.11945;0.13787;0.03806;0.08087;0.01834;0.02015;0.01905;0.03289
EHI02038;0.10185;0.10701;0.11646;0.10995;0.11848;0.10801;0.12375;0.11010;0.12100;0.10809;0.11852;0.11088;0.12138;0.11793;0.10623;0.11235;0.09654;0.10926;0.09524;0.10729;0.10393;0.11006;0.11174;0.12409;0.10772;0.10879;0.10897;0.13111;0.11961;0.12444;0.10489;0.10505;0.10832;0.10101;0.11852;0.11701;0.11798;0.10682;0.10879;0.11580;0.11483;0.10492;0.11091;0.10893;0.08430;0.08695;0.08310;0.10686;0.09195;0.08827;0.08264;0.07513;0.08530;0.10423;0.08487;0.11000;0.11275;0.08808;0.09685;0.10754;0.10526;0.09400;0.10489;0.10494;0.07399;0.08894;0.10208;0.08841;0.08180;0.10177;0.10084;0.09366;0.08078;0.09674;0.10838;0.10658;0.11197;0.10539;0.10462;0.09742;0.07070;0.10007;0.09862;0.08725;0.10110;0.09655;0.08801;0.11014;0.08262;0.11084;0.11172;0.10297;0.09230;0.00000;0.09303;0.10307;0.08995;0.08658;0.10437;0.10172;0.10234;0.08010
EHI00389;0.11702;0.11499;0.13967;0.11928;0.13620;0.12402;0.14312;0.12375;0.13718;0.11936;0.13447;0.11269;0.14009;0.13280;0.10884;0.12876;0.10786;0.12375;0.09406;0.11802;0.10840;0.10654;0.12429;0.14121;0.11939;0.12260;0.12517;0.14647;0.13554;0.14584;0.10598;0.11405;0.11595;0.11547;0.13235;0.12962;0.13200;0.12186;0.12368;0.13017;0.13112;0.12036;0.13648;0.13404;0.10441;0.08595;0.08717;0.13363;0.11236;0.08747;0.09512;0.09125;0.10314;0.12989;0.09116;0.13707;0.13976;0.10225;0.11748;0.13734;0.13188;0.11862;0.13391;0.13476;0.07498;0.11424;0.12766;0.10203;0.08358;0.12504;0.13170;0.11726;0.10021;0.12168;0.13381;0.13290;0.14367;0.13522;0.13091;0.12165;0.08659;0.12362;0.12339;0.10816;0.12470;0.11695;0.10801;0.13942;0.09845;0.14028;0.14096;0.13120;0.11945;0.09303;0.00000;0.08143;0.10807;0.09271;0.13305;0.12967;0.13327;0.09839
EHI00411;0.13391;0.13443;0.15509;0.13489;0.15484;0.14524;0.15876;0.14049;0.15465;0.14275;0.15134;0.12492;0.15502;0.15185;0.12393;0.14788;0.12324;0.13934;0.10717;0.13411;0.12667;0.11202;0.14624;0.16140;0.13336;0.14147;0.14748;0.17184;0.15339;0.16352;0.11925;0.13012;0.13336;0.13569;0.15494;0.15103;0.15413;0.14313;0.14515;0.15172;0.14772;0.13756;0.15209;0.14983;0.12486;0.09458;0.09964;0.15267;0.12917;0.09841;0.10858;0.10723;0.11839;0.14918;0.10305;0.15822;0.15762;0.11679;0.13748;0.15244;0.14888;0.14028;0.14770;0.15193;0.08834;0.13340;0.14797;0.11747;0.09372;0.14523;0.15160;0.13322;0.11630;0.14195;0.15172;0.15134;0.16686;0.15238;0.14802;0.14198;0.09927;0.14538;0.14220;0.12749;0.14276;0.13639;0.12839;0.15675;0.11540;0.15812;0.16141;0.14815;0.13787;0.10307;0.08143;0.00000;0.12791;0.10405;0.14944;0.14927;0.15101;0.11665
EHI00405;0.07065;0.08568;0.06514;0.10046;0.07003;0.06897;0.07232;0.08217;0.07298;0.07883;0.07463;0.10361;0.07449;0.07223;0.09960;0.07516;0.07712;0.08854;0.09630;0.08948;0.09319;0.11856;0.07832;0.07236;0.08975;0.07897;0.06352;0.07278;0.06997;0.07645;0.10117;0.09074;0.08931;0.06880;0.07438;0.08055;0.07384;0.06357;0.06553;0.07302;0.07393;0.07152;0.04737;0.04620;0.03611;0.09569;0.08239;0.04575;0.04596;0.09239;0.06443;0.05027;0.05486;0.04206;0.08400;0.04628;0.04916;0.06191;0.04944;0.04722;0.04371;0.03931;0.04573;0.04620;0.07245;0.05805;0.04494;0.06597;0.08164;0.04369;0.04347;0.03658;0.04411;0.04023;0.04665;0.04637;0.04902;0.04688;0.04600;0.03895;0.05526;0.04584;0.03902;0.03749;0.04439;0.05383;0.05221;0.04856;0.06887;0.04757;0.04928;0.04127;0.03806;0.08995;0.10807;0.12791;0.00000;0.07940;0.04227;0.04326;0.04496;0.04106
EHI02303;0.08984;0.09556;0.10708;0.10399;0.10607;0.09679;0.10913;0.09999;0.10691;0.09623;0.10526;0.10276;0.10962;0.10426;0.09935;0.10264;0.08653;0.10132;0.09069;0.09986;0.09705;0.10448;0.09917;0.11120;0.09848;0.09757;0.09839;0.11728;0.10436;0.11227;0.09901;0.09638;0.09982;0.08903;0.10639;0.10318;0.10419;0.09449;0.09483;0.10167;0.10072;0.09231;0.09708;0.09744;0.07325;0.08828;0.08064;0.09479;0.08101;0.08734;0.07668;0.06895;0.07683;0.09156;0.08410;0.09807;0.09817;0.07976;0.08423;0.09482;0.09232;0.08152;0.09308;0.09426;0.06990;0.08644;0.09088;0.08150;0.07639;0.08958;0.09165;0.08070;0.07084;0.08642;0.09687;0.09386;0.10004;0.09428;0.09158;0.08388;0.06670;0.08798;0.08648;0.07557;0.08701;0.08651;0.07948;0.09915;0.07896;0.09724;0.09928;0.09037;0.08087;0.08658;0.09271;0.10405;0.07940;0.00000;0.08999;0.09026;0.09311;0.06908
EHI02241;0.07469;0.09791;0.04987;0.11497;0.06048;0.06836;0.05881;0.09022;0.06494;0.08532;0.06993;0.11898;0.07013;0.06830;0.11426;0.07579;0.09186;0.09714;0.11302;0.10489;0.10743;0.13462;0.08234;0.05980;0.09833;0.08467;0.05698;0.04636;0.06138;0.06891;0.11793;0.10305;0.10211;0.07384;0.06793;0.08457;0.06912;0.06226;0.06171;0.07190;0.07435;0.07420;0.01114;0.01395;0.02454;0.11237;0.09813;0.01423;0.03883;0.10970;0.07350;0.05689;0.05968;0.00886;0.09941;0.00886;0.01038;0.06511;0.03888;0.01605;0.00941;0.01931;0.01910;0.01741;0.08727;0.05792;0.02163;0.07478;0.09818;0.02120;0.01271;0.01538;0.04153;0.01633;0.01381;0.01716;0.00921;0.01887;0.01901;0.01281;0.06702;0.02719;0.01109;0.02620;0.02181;0.04976;0.05044;0.00981;0.07840;0.00794;0.00917;0.01141;0.01834;0.10437;0.13305;0.14944;0.04227;0.08999;0.00000;0.01770;0.01663;0.03753
EHI02305;0.07829;0.09838;0.05362;0.11196;0.06466;0.07388;0.06254;0.09164;0.07022;0.08817;0.07520;0.12024;0.06937;0.07370;0.11840;0.08012;0.09225;0.09900;0.11257;0.10452;0.10978;0.13542;0.08417;0.06457;0.10173;0.08409;0.06220;0.05239;0.06629;0.06844;0.12114;0.10272;0.10473;0.07486;0.07218;0.08548;0.07312;0.06635;0.06702;0.07311;0.07562;0.07433;0.02110;0.02156;0.02837;0.11061;0.09563;0.02102;0.04232;0.10523;0.07350;0.05457;0.06080;0.01749;0.09273;0.01602;0.02004;0.06889;0.04271;0.02224;0.01494;0.02287;0.02693;0.02284;0.08508;0.04863;0.02813;0.07367;0.09329;0.02641;0.01456;0.01986;0.04520;0.02042;0.02031;0.02320;0.01768;0.01887;0.02534;0.01934;0.05887;0.03213;0.01905;0.02803;0.02635;0.05148;0.04841;0.01587;0.07117;0.01705;0.01675;0.01617;0.02015;0.10172;0.12967;0.14927;0.04326;0.09026;0.01770;0.00000;0.01718;0.04004
EHI02302;0.07988;0.10227;0.05480;0.11448;0.06565;0.07603;0.06436;0.09558;0.07309;0.09227;0.07806;0.12259;0.07054;0.07653;0.12270;0.08338;0.09383;0.10333;0.11575;0.10697;0.11424;0.14120;0.08668;0.06599;0.10616;0.08750;0.06401;0.05318;0.06858;0.06913;0.12446;0.10490;0.10853;0.07691;0.07442;0.08819;0.07541;0.06813;0.06895;0.07558;0.07674;0.07597;0.02039;0.02093;0.02895;0.11124;0.09687;0.02060;0.04326;0.10566;0.07276;0.05392;0.06154;0.01674;0.09319;0.01352;0.01880;0.07153;0.04372;0.02117;0.01314;0.02306;0.02708;0.02153;0.08696;0.04595;0.02829;0.07400;0.09473;0.02605;0.01181;0.01937;0.04704;0.01979;0.01995;0.02258;0.01554;0.01650;0.02506;0.01985;0.05819;0.03254;0.01922;0.02866;0.02542;0.05151;0.04837;0.01346;0.07024;0.01595;0.01404;0.01456;0.01905;0.10234;0.13327;0.15101;0.04496;0.09311;0.01663;0.01718;0.00000;0.04162
EHI02023;0.06168;0.07618;0.06111;0.08959;0.06526;0.06094;0.06703;0.07218;0.06682;0.07015;0.06734;0.09269;0.07089;0.06670;0.08909;0.06754;0.06689;0.07911;0.08637;0.08095;0.08342;0.10514;0.06948;0.06823;0.07787;0.07030;0.05795;0.06879;0.06556;0.07289;0.09188;0.08050;0.07979;0.06044;0.06787;0.07423;0.06705;0.05759;0.05849;0.06585;0.06829;0.06332;0.04400;0.04274;0.03099;0.08610;0.07235;0.04270;0.04066;0.08247;0.05450;0.04159;0.04803;0.03783;0.07459;0.04387;0.04490;0.05325;0.04330;0.04284;0.03938;0.03424;0.04181;0.04253;0.06345;0.05197;0.04058;0.05810;0.07207;0.03936;0.03973;0.03239;0.03706;0.03663;0.04349;0.04273;0.04616;0.04423;0.04178;0.03487;0.04679;0.04090;0.03528;0.03182;0.03987;0.04761;0.04632;0.04536;0.06033;0.04409;0.04546;0.03758;0.03289;0.08010;0.09839;0.11665;0.04106;0.06908;0.03753;0.04004;0.04162;0.00000
